review,Reviewer_Score,sentiment,review_length,clean_review
 The place is situated in a lovely and quiet area of London We picked this location as it was a few minutes walk from the restaurant we booked to celebrate a special occasion   First of all we were asked to pay for our rooms when we checked in which for me is always an alarming sign as you can t see the room and check that everything is as described on the website before paying As it tuned out the pictures were much better than the reality Then we were told when checking in that the heater was not switched on in the rooms 28th of December and that if we wanted the room warmer we would need to call reception as they controlled the heating system from there Of course the rooms were freezing cold and it turned out that the heating system was not working in 2 out of 3 of the rooms that we had rented and the maintenance person had to work on the system in these 2 rooms to make it work While our room was ok yet extremely small my friends room were absolutely minuscule I have booked hotels many times in London and the double rooms they were given were the size of single rooms in other hotels The beds would have been fine for 1 person but definitely not for 2 people as the mattresses were probably of the lowest quality possible or old and had a curve in the centre making it impossible not to sleep on top of another The bathrooms were clean and were probably the only part of the experience close to deserving the 4 stars rating All the little details were there to tick the boxes and make sure that this hotel gets rated 4 stars samples of soap and shampoo hair dryer elevator etc However these details were of the lowest quality possible Finally two of my friends could not sleep because of a noise which they thought was the tube and turned out to be a big pipe sending steam and vapours against their window When they mentioned it at reception they were told that they should have asked for ear plugs To conclude this place feels like a totally unloved hotel a place that would need a big refurbishment and some care to allow it a pleasant customers experience ,4.6,0,2078,place situat love quiet area london pick locat minut walk restaur book celebr special occas first ask pay room check alway alarm sign see room check everyth describ websit pay tune pictur much better realiti told check heater switch room th decemb want room warmer would need call recept control heat system cours room freez cold turn heat system work room rent mainten person work system room make work room ok yet extrem small friend room absolut minuscul book hotel mani time london doubl room given size singl room hotel bed would fine person definit peopl mattress probabl lowest qualiti possibl old curv centr make imposs sleep top anoth bathroom clean probabl part experi close deserv star rate littl detail tick box make sure hotel get rate star sampl soap shampoo hair dryer elev etc howev detail lowest qualiti possibl final two friend could sleep nois thought tube turn big pipe send steam vapour window mention recept told ask ear plug conclud place feel like total unlov hotel place would need big refurbish care allow pleasant custom experi
 The reception team and support staff were extremely helpful lovely and friendly It truly made or stay pleasurable   The room was cold and the temperature was hard to control ,9.2,1,175,recept team support staff extrem help love friendli truli made stay pleasur room cold temperatur hard control
 The staff were excellent I felt very at home and extremely well looked after  There were some stains on the bedroom floor,9.2,1,122,staff excel felt home extrem well look stain bedroom floor
 Spacious room great bath tub nice closet space nice minibar nice tv even had a couple of English speaking channels staff was very helpful with restaurant reservations and taxis Location is a minute s walk from gallery Lafayette and the metro   Could have been a bit more generous with the shampoo and shower gel bottles Temperature was a bit too warm in the room and wasn t really a way to regulate it opened the window ,9.2,1,421,spaciou room great bath tub nice closet space nice minibar nice tv even coupl english speak channel staff help restaur reserv taxi locat minut walk galleri lafayett metro could bit gener shampoo shower gel bottl temperatur bit warm room realli way regul open window
 Breakfast was good and fresh Staff really helpful Location great for Roland Garros visit  Classic room is nice but rather small ,7.5,1,129,breakfast good fresh staff realli help locat great roland garro visit classic room nice rather small
 the staff  car parking not told the congestion charge applies two metres from the car park entrance alch,9.2,1,105,staff car park told congest charg appli two metr car park entranc alch
 Location was amazing and bed was very comfortable breakfast delicious  Little dated but lively still,10.0,1,101,locat amaz bed comfort breakfast delici littl date live still
 Wonderful hotel close to Notre Dame rooms clean very nice with private bath   Sunday morning breakfast out of eggs In France no omelet Hopefully won t happen again as we would eagerly stay there again ,9.6,1,202,wonder hotel close notr dame room clean nice privat bath sunday morn breakfast egg franc omelet hope happen would eagerli stay
 Great location stylish hotel  Being charged for a superior room and getting a standard,10.0,1,87,great locat stylish hotel charg superior room get standard
 Lovely location and nice hotel  Tablet with camera felt slightly intrusive,10.0,1,75,love locat nice hotel tablet camera felt slightli intrus
No Positive  No hot water for hand basin,6.7,0,40,posit hot water hand basin
 Comfy bed  Room small,8.3,1,22,comfi bed room small
 Close to transportation buses tram Metro Huge supermarket nearby 200 mts Free breakfast was good Front desk Charles 2 young girls everyone else was helpful and attentive check in was swift Because it was summer Renz at the bar accommodated us with some ice for our drinks Room was clean They kept our luggage after check in since we had a late night flight Front desk assisted us in booking a big taxi to airport Enjoyed our stay   Our mini fridge did not work it was peak of summer and we desperately needed cold drinks and it took 2 days to be repaired replaced Kettle was not provided but was delivered upon request All in all front desk was responsive to our requests ,8.8,1,673,close transport buse tram metro huge supermarket nearbi mt free breakfast good front desk charl young girl everyon els help attent check swift summer renz bar accommod us ice drink room clean kept luggag check sinc late night flight front desk assist us book big taxi airport enjoy stay mini fridg work peak summer desper need cold drink took day repair replac kettl provid deliv upon request front desk respons request
